#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType
YAKT00RUS,-1914998.836,2308241.52,5610225.578,62.031,129.68,103.813,JAVAD TRE_3N DELTA,GPS+GLO,2017,,2019-04-09T10:00Z,ASH701933B_M,SCIS,CRN1999100160,BPA,0.081,,
YAR200AUS,-2389026.612,5043317.0539,-3078529.5552,-29.047,115.347,241.685,TRIMBLE ALLOY,GPS+GLO+QZSS+GAL+IRNSS+BDS,2020-08-07T08:00Z,AOAD/M_T,NONE,371,BPA,0.0814,0,0,2015-02-19T00:00Z,INTERNAL
YAR300AUS,-2389043.7677,5043313.5822,-3078524.39,-29.046,115.347,242.855,SEPT POLARX5,QZSS+GPS+GLO+GAL+BDS,2021-08-13T07:52Z,LEIAR25,NONE,8360001,BPA,0.004,0,0,2008-12-05T00:00Z,INTERNAL
YARR00AUS,-2389025.5745,5043315.5343,-3078532.9739,-29.047,115.347,241.756,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-11T04:58Z,LEIAT504,NONE,103314,BPA,0.0045,0,0,2007-10-04T03:00Z,INTERNAL
YEBE00ESP,4848724.95,-261632.509,4123093.952,40.525,-3.089,973.249,LEICA GR50,GPS+GLO+GAL+BDS,2021-06-02T12:00Z,LEIAR20,LEIM,23349016,BAM,0.06,0,0,2021-11-18T13:20Z,EXTERNAL H-MASER
YEL200CAN,-1224441.9824,-2689174.6494,5633660.3762,62.481,-114.481,181.452,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,2021-01-26T12:20Z,LEIAR25.R4,NONE,10231042,BPA,0.05,0,0,2013-07-19T10:15Z,EXTERNAL VCH-1008 MASER
YELL00CAN,-1224452.4,-2689216,5633638.2,62.481,-114.481,181.168,JAVAD TRE_3N DELTA,GPS+GLO+GAL,2019,5,2019-03-01T14:18Z,AOAD/M_T,NONE,527,BPA,0.1,0,0
YIBL00OMN,3294552.811,4905092.434,2393579.637,22.186,56.112,95.529,TRIMBLE NETR9,GPS,2014-01-19T12:20Z,ASH701945C_M,NONE,4812CR62001,BPA,0,0,0,2003-07-11T00:00Z,INTERNAL
YKRO00CIV,6306439.897,-578380.783,757956.481,6.871,-5.24,270.584,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,2021-08-12T17:17Z,ASH701945C_M,NONE,CR620012801,BPA,0.0455,0,0,2008-09-30T00:00Z,INTERNAL
YONS00KOR,-3047506.741,4043980.58,3865243.01,37.541,127.001,97.27,TRIMBLE ALLOY,GPS+GLO+GAL,2020-07-06T06:00Z,TRM159900.00,SCIS,5007338036,BPA,0,0,0,2020-07-06T06:00Z,INTERNAL
YSSK00RUS,-3465320.847,2638269.382,4644085.485,47.03,142.717,91.719,JAVAD TRE_3N DELTA,GPS+GLO,2017,,2019-03-05T01:00Z,ASH701933B_M,DOME,CRN1999040133,BPA,0.0798,,
ZAMB00ZMB,5415353.011,2917209.914,-1685888.865,-15.426,28.311,1325.318,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,2021-07-22T18:59Z,AOAD/M_T,NONE,372,BPA,0.054,0,0,2002-03-28T00:00Z,INTERNAL
ZECK00RUS,3451175.15,3060335.95,4391955.97,43.788,41.565,1167.416,JAVAD TRE_3 DELTA,GPS+GLO+GAL,2020,0,2021-01-22T09:00Z,JAVRINGANT_DM,JVDM,314,BPA,0.045,0,0
ZIM200CHE,4331300.16,567537.081,4633133.51,46.877,7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2020-06-08T06:30Z,TRM59800.00,NONE,60369,BPA,0,0,0,2013-10-10T12:00Z,INTERNAL
ZIM300CHE,4331300.16,567537.081,4633133.51,46.877,7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-06-05T06:30Z,TRM59800.00,NONE,60369,BPA,0,0,0,2013-10-10T12:00Z,EXTERNAL H-MASER
ZIMM00CHE,4331297.348,567555.639,4633133.728,46.877,7.465,956.782,TRIMBLE NETR9,GPS,2020-06-08T07:15Z,TRM29659.00,NONE,99390,BPA,0,0,0,1999-07-02,INTERNAL
